180,37951,2017,0
479,21380,2019,0
33538,21380,2019,21
12568,37951,2017,3
51994,13055,2020,11
23846,78854,2012,3
29871,15202,2018,17
9850,128000,2010,19
38990,2512,2020,5
9500,1000,2006,15
6900,178200,2006,13
35990,11878,2020,1
42990,3207,2020,14
4200,223000,2002,13
2500,308000,1999,0
13000,60460,2001,22
9000,86500,2012,9
2500,163179,2007,0
3950,135000,2004,13
4000,111,2006,6
18990,16789,2018,4
20118,21367,2019,29
19080,49008,2019,28
20127,30572,2018,8
20788,38798,2019,12
19870,80691,2017,22
18904,13537,2019,2
18282,13114,2019,2
20663,3085,2020,14
19061,16482,2017,4
79987,6947,2021,14
27929,65321,2017,28
589,41218,2017,0
1143,6947,2021,7
215,158354,2015,0
22590,5144,2020,11
38615,11,2021,5
29990,24996,2018,4
30990,27205,2018,4
16888,174179,2009,19
60990,8798,2019,14
22998,38269,2015,12
43275,62892,2018,8
33998,137455,2007,22
3995,186000,2008,13
12514,89291,2016,23
3000,228000,2003,0
17500,160000,2012,9
26998,100846,2016,27
34990,18650,2018,17
32998,152724,2015,22
14990,65203,2016,22
39590,8140,2020,11
36590,5837,2018,14
9000,85000,1999,9
27990,19492,2017,2
19499,46299,2019,28
26998,48752,2013,12
19694,68990,2014,27
15301,32359,2013,18
15301,32359,2013,18
800,10,1989,10
15998,97041,2014,23
23000,42000,2017,12
17500,60339,2017,27
28590,65817,2017,28
33990,11087,2017,1
16955,150106,2013,9
47990,34216,2019,2
11000,101500,2009,9
10975,139640,2009,19
20990,4905,2020,11
36590,60476,2017,12
7390,188000,2010,13
24995,113851,2010,22
42995,60472,2017,8
25989,84103,2013,3
6995,158080,2012,13
7995,126351,2012,25
27990,58916,2016,18
621,17282,2019,0
346,60022,2017,0
401,129722,2015,0
15997,122551,2015,9
15190,108028,2017,23
19402,5868,2020,1
16451,116602,2015,23
15041,158354,2015,19
16119,140115,2008,9
16994,15900,2018,4
43430,17282,2019,26
41180,41218,2017,29
28059,129722,2015,22
24224,60022,2017,28
15041,158354,2015,19
21990,77018,2013,27
1,37000,2018,0
25990,79393,2016,3
33590,30802,2014,4
28990,51761,2014,12
4000,201133,2007,13
7950,111496,2011,25
2800,195177,2004,0
17900,85244,2016,22
14995,45089,2013,3
1950,143845,2000,0
12500,130000,2012,19
8900,192000,2002,25
2300,213000,2002,0
15900,147219,2013,9
15900,116072,2014,23
14900,107349,2016,23
10900,100000,1964,9
19990,11103,2020,17
14590,80465,2012,7
31992,56241,2017,12
23388,136875,2013,7
11873,95330,2014,9
500,187000,1990,0
2000,233786,2004,0
34487,93059,2014,28
12923,38370,2019,3
23423,10346,2019,26
11857,90014,2016,9
18916,50757,2014,28
36423,52964,2015,8
24590,16081,2018,21
26990,96454,2014,27
29590,60984,2019,18
2200,175000,1997,0
25500,59900,2018,28
12900,78542,2011,23
14900,104936,2012,23
27800,79027,2006,3
20500,121000,2014,7
22000,107000,2008,7
42590,12450,2020,1
32999,51000,2016,8
10850,229555,2008,25
10850,196752,2008,25
15995,155806,2017,9
10298,95953,2016,9
14899,78481,2017,7
11359,42693,2017,27
8494,96959,2014,19
38590,28556,2019,2
40990,18336,2017,26
33590,45464,2017,8
39590,55804,2019,8
3200,193450,2007,0
7000,156840,2013,13
7800,173000,2009,13
3500,172560,2003,13
8500,127565,2014,25
11900,113940,2014,9
13900,144166,2014,19
122,96959,2014,0
43590,52366,2016,16
1500,80000,2001,0
19990,24294,2013,16
41590,29010,2020,2
13800,104000,2018,9
8990,59072,2013,23
33990,19042,2020,21
11750,271000,2007,13
13000,74669,1978,7
1800,201639,2007,0
1800,209904,2007,0
2000,233786,2004,0
15989,182857,2013,19
2000,109169,2003,0
229,122551,2015,0
235,116602,2015,0
278,140115,2008,0
37590,30356,2019,4
43590,12012,2020,1
36590,18506,2020,17
38590,14054,2019,26
39990,1237,2020,5
7500,134000,2016,25
5999,217000,2005,13
5999,217000,2005,13
2500,240026,1997,0
49900,44000,2019,4
29999,114000,2011,27
14500,73000,2013,7
21990,13793,2020,21
25990,40016,2016,8
2500,157159,2004,0
22590,3722,2020,14
22995,158032,2012,23
7995,140580,2008,25
63990,20126,2019,1
41590,27160,2020,21
51995,136599,2015,28
27988,1,2015,5
7495,112138,2009,25
34988,1,2018,5
44995,35631,2018,2
4500,135000,2011,13
11999,157381,2008,19
13499,132750,2016,19
6999,149604,1999,25
12999,91489,2016,23
9990,153933,2008,25
24500,43000,1964,12
8250,122650,2008,25
8990,113373,2017,19
12990,35540,2006,28
7990,161133,2013,25
12990,161797,2011,19
16990,17631,2016,29
30590,10740,2020,1
32590,34811,2015,29
16995,43105,2017,28
21995,71509,2018,3
33995,78055,2015,28
39590,19160,2020,17
4995,176635,2013,13
3400,185000,2008,0
4350,174876,2010,13
4375,150088,2006,13
5995,159840,2007,13
5175,120482,2006,13
16495,109485,2013,23
11500,39000,2018,27
58800,9839,2020,14
25750,141601,2014,7
31390,144186,2014,22
27990,145257,2014,7
28990,118630,2016,22
11000,106214,2012,9
6900,116400,2011,25
30990,26229,2016,4
7950,154560,2010,25
500,100000,2009,0
13900,112000,1991,9
15000,93034,2014,23
999,45944,2010,0
9500,187000,2009,25
5000,74188,2008,25
31990,891,2017,5
700,186000,2010,0
27990,68696,2012,28
19500,210000,2003,19
45990,87320,2014,12
17995,27495,2015,8
15495,42366,2018,28
28990,4771,2020,14
16995,18000,2016,29
13995,41500,2019,3
13000,49500,2016,27
14495,63016,2018,22
5500,85000,1972,25
10999,143300,2013,19
10999,153750,2012,25
8250,152300,2013,25
64495,16190,2019,11
19950,29350,2017,8
4250,267000,2005,0
1300,200000,2010,0
23998,1,2015,5
37990,43097,2020,16
29990,17302,2016,21
7950,176063,2009,13
3200,130000,1997,13
16095,81731,2014,7
17998,62063,2015,27
9000,129700,2014,25
4950,146000,2008,13
32500,50000,1934,8
3500,200000,1993,0
3500,200000,1993,0
3500,35000,1995,9
5000,123000,2002,13
4100,130000,2002,13
32990,29979,2018,4
37990,9704,2016,11
27990,17805,2014,21
32990,30041,2017,4
6895,87275,2013,19
8500,83200,1988,9
6600,89000,2013,19
37590,8663,2019,11
9950,155291,2014,25
29998,57406,2014,18
5500,159600,2011,13
12500,43000,2004,27
17500,143000,2011,9
32590,21195,2016,21
18590,42371,2014,18
5500,206889,2008,13
16950,116753,2016,23
13650,79295,2013,7
14650,126922,2012,9
14988,137667,2015,9
18500,14000,2014,2
29988,11845,2014,26
27990,37332,2018,16
25590,8666,2018,1
33590,55251,2014,12
16950,99943,2016,7
1000,171233,1989,0
5999,159000,2014,13
1400,208000,2010,0
9950,157276,2013,25
2500,127000,2007,0
23600,4675,2018,11
5700,136556,2009,13
14800,160000,2008,19
12995,144000,2007,19
19988,1,2012,5
35000,23171,2009,21
35988,1,2015,5
18931,50046,2014,28
16495,109485,2013,23
4100,218000,2007,13
20931,91438,2013,22
4500,122525,2012,13
