15923,105092,2015,23
14999,86388,2012,7
12999,96426,2010,23
5999,72722,2002,19
12999,74977,2011,7
28850,38742,2016,8
14999,70957,2013,22
10999,90719,2011,9
9999,108996,2007,19
38554,28461,2018,2
10264,22437,2017,18
16316,63340,2017,27
14995,114268,2011,9
10506,303558,2006,13
79954,30948,2019,26
2900,148939,2001,0
2000,175000,2003,0
15500,1441582,2003,0
10500,226000,1999,25
17999,16343,2019,4
8000,149000,2005,25
9500,103164,1985,19
11800,67000,2008,7
10500,114000,2013,19
22000,80850,2006,27
4495,216420,2001,13
28500,1111,1966,5
14000,101296,2005,23
14995,67972,2013,22
11999,89678,2009,23
14999,69015,2011,22
14999,95291,2014,23
3495,193660,2005,0
16000,324527,2003,25
1500,11000,1988,23
4985,185243,2010,13
5900,115000,2010,25
2500,200,2005,6
6200,132330,2012,25
36850,7332,2019,11
16999,75002,2013,22
14999,74135,2011,7
22999,76142,2011,3
15999,61624,2012,27
14999,83936,2012,7
13999,69846,2011,7
13999,84332,2011,23
16300,76000,2013,22
2600,198000,2003,0
3000,1,1956,6
16300,89000,2015,7
15000,139600,2007,9
20999,83577,2014,27
32999,22828,2018,2
17999,84985,2015,22
2000,238034,1993,0
376,52960,2016,0
4500,94055,2009,25
6500,98900,2005,25
423,82643,2015,0
460,40877,2014,0
512,87631,2016,0
246,56180,2017,0
29999,21673,2020,2
11999,77971,2013,23
49999,49230,2017,29
89999,21007,2020,11
34999,31113,2016,4
52999,25014,2019,17
39999,13346,2019,1
39999,35967,2017,4
20999,55569,2018,28
63999,10269,2020,14
34999,34522,2017,29
48999,28247,2018,21
32949,6551,2020,11
26999,34228,2019,16
19999,62727,2016,3
23999,9512,2019,26
23999,22315,2018,4
20999,55845,2017,28
26999,36135,2016,8
42999,77565,2015,12
39999,7149,2018,11
29999,42923,2016,8
32999,21423,2018,21
34999,45807,2018,16
47999,55647,2018,16
42999,57265,2015,16
21999,73260,2017,27
19999,22768,2018,16
13999,81837,2015,7
79999,36462,2018,17
15999,73591,2016,22
54999,39504,2017,2
42999,61850,2017,8
66999,4304,2020,5
25999,45930,2019,12
29999,55963,2015,12
32999,36135,2017,29
38999,39342,2019,29
53999,15181,2020,1
30999,9111,2019,1
51999,13030,2019,11
18499,27424,2019,8
52999,9192,2019,11
28999,54803,2013,12
312,62522,2017,0
219,96492,2015,0
59850,35205,2015,21
38850,36905,2017,29
13999,100675,2011,23
26850,36077,2015,8
1200,259000,1998,0
10000,28500,1973,3
17900,28000,2018,8
39900,16900,2015,26
17900,14500,2019,4
3900,235600,2010,0
34999,14402,2018,26
29999,150279,2016,7
48999,30943,2019,21
14999,44746,2016,3
31999,41303,2019,16
48999,11383,2020,11
750,207198,2002,0
34688,29948,2020,4
33999,49398,2016,8
54999,22030,2019,26
29999,20049,2020,21
22999,24502,2019,29
7995,144401,2013,25
3850,216676,2007,0
6995,145208,2011,25
14995,39845,2020,28
2995,187950,2003,0
5250,133416,2006,13
11995,74857,2014,23
2995,255409,2001,0
3995,223894,2001,0
10495,94808,2014,9
6995,200558,2012,13
10995,141979,2012,19
10995,80559,2013,23
396,17786,2017,0
14999,128249,2014,9
53420,205,2021,5
12500,95000,2011,9
22999,16327,2018,2
6000,172137,2003,13
26999,93221,2013,27
53999,125074,2015,28
27000,88361,2014,3
54999,10347,2020,11
27999,134888,2013,22
48999,68484,2012,8
24999,84602,2010,27
59999,92931,2016,8
12999,93001,2012,23
18999,63238,2014,27
11999,94893,2010,9
36999,108365,2006,3
25999,146536,2013,7
36999,217973,2012,7
59999,99622,2014,12
66999,62226,2016,4
53999,74818,2015,8
44999,103639,2011,28
34999,69039,2008,18
24999,127808,2012,7
73180,85210,2017,16
76999,8251,2019,14
48999,65617,2011,8
53888,79287,2011,8
18900,44300,2016,28
46999,15478,2019,1
39999,64641,2017,12
1004,11034,2018,19
3000,93000,1982,13
34999,30121,2019,4
20999,31669,2017,8
33999,10799,2018,1
9250,135000,2003,25
36999,73232,2016,18
59999,17201,2019,1
34999,10860,2018,1
22950,21000,2018,4
27999,37716,2018,8
15500,31000,2014,18
35825,21705,2018,21
35999,40318,2016,29
69999,22679,2018,1
33615,26487,2018,2
