6400,108300,2014,25
4899,155322,2014,13
9399,122403,2006,19
34980,32923,2020,4
32980,17445,2019,17
12899,98486,2013,9
2900,316100,2005,0
8999,110326,2009,19
24995,102691,2017,22
11998,46973,2017,27
17998,156390,2016,9
8498,156467,2014,25
6998,104434,2015,25
7998,83898,2012,19
11998,33642,2019,3
8998,119860,2013,19
15999,93763,2006,7
5999,171543,2007,13
7995,166991,2013,25
7999,295650,2007,13
400,20000,2015,0
13991,83283,2013,23
13777,71611,2016,7
33988,40021,2019,16
19950,206620,1996,19
26950,244056,2007,9
1,158000,2008,0
3999,163160,2002,13
5499,164164,2006,13
5999,195206,2003,13
5999,148344,2004,13
6999,162052,2004,13
4999,235609,2005,13
4999,143835,2005,13
7995,185739,2014,13
7000,173000,2000,13
406,77937,2007,0
85,110455,2013,0
9995,105213,2010,19
13000,113000,2012,9
22590,14169,2013,21
22590,64742,2011,3
24990,26460,2012,29
34990,13992,2018,26
26590,14170,2019,17
31990,2408,2020,14
35590,36284,2014,29
34990,3181,2020,14
20590,57181,2013,3
37990,22869,2018,21
37590,25846,2017,2
35590,8218,2019,11
4300,168000,2005,13
11995,81077,2005,23
20595,78399,2012,27
9995,181140,2005,25
4995,170350,2001,13
5499,217550,2003,13
11499,109300,2009,9
7995,142450,2013,25
8499,145000,2009,25
14995,208350,2005,25
7499,127050,2009,25
57500,11002,2015,11
18000,27500,2009,8
6900,1000000,1949,0
31500,74000,2015,28
500,300000,1998,0
4900,89000,1997,25
26310,97774,2017,27
30000,51800,2012,12
21999,83440,2011,27
11388,142242,2013,19
22999,2836,2020,14
12000,90000,2016,9
8999,96364,2017,19
12500,54295,2013,22
23000,24453,2007,29
8999,85739,2015,9
8999,99391,2011,19
111111,1111,2016,5
12995,93000,2009,23
9995,153122,2012,25
15695,126588,2011,9
20995,173032,2013,9
5499,124615,2007,13
7499,164316,2010,13
6995,139601,2010,25
6500,128,1999,15
9990,101423,2012,19
14851,133086,2012,9
2999,178414,2000,0
9650,2345,2000,11
13950,107000,2015,9
15995,48205,2016,3
7995,161541,2012,25
10995,113400,2013,19
17995,42263,2018,28
14995,124240,2012,9
10495,128721,2015,19
15995,77075,2016,22
13995,39500,2017,3
10995,93524,2013,9
8995,119072,2009,19
10999,79390,2016,23
9995,51930,2017,7
12495,96857,2014,9
9495,58030,2016,23
8495,91163,2014,19
9295,107000,2014,19
18495,24018,2017,16
13995,130815,2009,9
10995,79488,2008,23
6200,113200,2012,25
5800,76191,2014,19
4900,95000,2012,25
23995,98607,2013,22
13495,43241,2015,3
1,220000,1962,0
20995,92620,2016,22
5600,196000,2010,13
13995,90200,2013,23
58950,86492,2016,8
23995,178741,2014,9
4999,194181,2005,13
400,20000,2015,0
1200,153802,1999,0
16495,146460,2009,9
5595,128534,2012,13
6800,36000,1979,7
33980,18576,2019,17
11998,165226,2010,25
10998,128314,2007,19
10998,167482,2014,25
7798,136831,2016,25
14999,124520,2008,9
7798,64768,2013,9
8000,214000,2016,13
41990,76827,2015,12
5400,168905,2007,13
65000,61000,2016,4
59000,1000,1955,5
26980,44266,2011,12
19980,51807,2015,28
32980,18471,2016,21
130,98252,2015,0
12995,106196,2017,9
24800,115042,2001,22
85,103596,2011,0
90,139582,2001,0
21000,1,2011,5
113,98899,2012,0
2500,165570,2007,0
45,138277,2005,0
163,105012,2010,0
6995,175812,2002,13
16590,25011,2017,8
17990,69818,2018,27
22990,78060,2012,27
15590,12632,2019,4
23990,44396,2013,12
27590,16986,2018,21
2800,160000,2000,0
19990,79396,2013,27
29990,17224,2017,21
17990,22950,2020,16
18590,30581,2018,12
17590,51642,2017,3
27590,44781,2014,12
5800,178000,1992,13
1250,210000,1999,0
2900,210000,2001,0
6900,134700,2009,25
13000,119000,2007,9
19500,14400,2019,2
6000,203000,2010,13
3500,230000,1995,0
3500,230000,1989,0
14991,37121,2016,28
1,1,2020,10
6999,141415,2011,25
6999,140050,2011,25
11999,92435,2012,9
8499,120206,2016,25
7499,110780,2008,25
11999,92590,2015,9
37999,26480,2017,2
8999,143075,2013,25
21999,58580,2013,28
14999,23285,2017,8
3000,185080,2004,0
9499,103288,2016,19
15999,83100,2014,7
11499,97885,2013,9
16999,83965,2014,7
15991,91243,2014,7
31900,32936,2019,29
20998,167288,2004,9
16998,45490,2019,28
8998,138850,2014,25
13998,74716,2017,7
19991,27017,2019,8
44990,40440,2020,4
3000,1,1950,6
4500,144245,2007,13
24500,63372,2018,28
6995,115000,2010,25
5000,142000,2006,13
12695,184230,2011,25
15395,131392,2013,9
13351,81876,2017,23
20995,52189,2015,28
12900,90480,2014,23
13800,75769,2018,7
13500,54988,2014,22
10200,107220,2016,19
13500,46920,2017,27
16300,71842,2017,22
12900,133412,2009,19
13900,139851,2008,19
13500,101766,2017,9
9900,118437,2015,19
12400,27674,2017,18
21900,44569,2018,18
9900,134405,2013,19
25999,49000,2013,12
45999,34000,2020,2
13999,68000,2011,7
25999,27000,2013,29
11999,76000,2011,23
11999,53000,2014,22
11500,110000,2010,9
15999,50000,2017,3
11999,83000,2001,23
59980,26119,2019,26
3399,137800,2015,13
49980,34937,2019,2
6800,140000,2008,25
6000,80000,1975,19
29980,59452,2012,18
2900,245590,2002,0
3995,134360,2010,13
400,20000,2015,0
5498,130959,2006,13
11498,92310,2016,9
10998,31791,2016,3
8498,156467,2014,25
6998,104434,2015,25
11998,99598,2014,9
7998,137601,2015,25
6000,165000,1995,13
8999,146148,2012,25
5200,137000,2001,13
34950,72490,2017,18
7995,146829,2007,25
6500,144747,2014,13
4599,130658,2001,13
3999,171530,2005,13
19950,145614,2006,23
25950,180896,2004,23
5999,194422,2009,13
9894,128995,2012,19
4599,164456,2000,13
13999,115882,2013,9
8999,118543,2008,19
25980,71783,2014,3
9500,97300,2011,19
9500,84815,2012,9
2900,193000,1990,0
163,93890,2017,0
507,55187,2015,0
14999,64006,2015,22
96,108770,2016,0
563,32619,2017,0
8499,166811,2013,25
8899,127700,2012,25
8499,135000,2010,25
113,103371,2014,0
79,109607,2003,0
541,62711,2011,0
14995,64488,2007,22
25590,17581,2018,2
29990,72831,2015,28
39590,29259,2015,2
24990,3269,2020,14
35990,8878,2020,11
14590,33246,2013,18
34590,10700,2020,1
38590,83595,2015,18
34590,12240,2019,26
15990,77718,2012,7
30990,15785,2019,17
24990,39663,2013,8
110000,234000,2016,18
12985,71633,2011,7
13985,116463,2012,9
18985,81628,2013,22
19985,117432,2010,7
13985,76873,2012,7
7499,105622,2012,25
7499,87141,2006,19
10300,76000,2010,23
13995,92202,2014,23
9000,204000,2000,13
12899,114404,2013,9
14995,82000,2007,7
7500,95000,1980,19
1,1,2020,10
20999,99260,2016,22
12999,94335,2013,23
8499,75470,2012,9
16999,108820,2014,23
13499,93485,2015,23
11499,135900,2013,19
6499,151780,2012,13
11499,144825,2011,19
19999,92500,2013,22
7499,145050,2013,25
18999,15560,2018,4
14999,50995,2016,27
13999,83451,2015,23
5999,210360,2010,13
10995,140000,2010,19
10995,80000,2008,23
12995,107000,2017,9
17500,72000,2017,22
12995,87000,2016,23
26500,36000,2017,8
26995,69750,2012,28
25995,67408,2008,28
18500,51693,2009,3
10500,79544,2006,9
16900,128765,2012,9
13999,126175,2013,9
3500,172000,2007,13
15795,73000,2012,22
27750,34400,2017,16
10000,120000,2012,19
12995,79345,2011,23
6800,302000,2002,13
54990,37914,2017,2
400,20000,2015,0
43490,38392,2018,4
16977,75954,2016,22
11977,201657,2016,25
10500,65000,2013,23
9500,126680,2006,19
214,178432,2004,0
113,94236,2011,0
12800,232807,2004,25
406,86596,2014,0
113,132524,2016,0
327,41355,2013,0
11995,78123,2013,23
39590,31108,2013,2
17990,57984,2015,3
16990,68738,2010,22
19990,15126,2019,2
18500,163000,2014,9
18990,20319,2018,29
25990,17500,2018,21
29590,5208,2020,11
31590,20028,2018,21
32590,21335,2018,21
15990,28647,2014,12
30590,26025,2018,4
26590,21258,2017,2
7600,96000,2009,19
32950,49821,2017,8
3750,143000,2002,13
7500,95000,1980,19
15788,26948,2015,12
7999,64886,2004,9
4700,212117,2002,13
28000,244,2006,5
15000,42616,1986,3
1,1,2020,10
6999,186005,2011,13
12499,125250,2016,19
23999,53140,2015,18
5999,191190,2007,13
6999,266030,2006,13
6999,141415,2011,25
6999,140050,2011,25
11999,92435,2012,9
8499,120206,2016,25
12999,73995,2014,7
7499,110780,2008,25
11499,140510,2013,19
11999,92590,2015,9
37999,26480,2017,2
8999,143075,2013,25
7900,70000,2012,9
16000,67800,1999,22
15000,60600,2010,22
9899,138172,2014,25
3500,191000,2001,0
14995,45836,2017,3
5000,121000,2010,13
13999,36516,2019,28
1,259230,1998,0
7000,95000,1980,19
13995,109178,2006,9
24995,86210,2012,27
12995,94350,2012,23
10995,183864,2012,25
21893,34193,2019,8
17950,53000,2015,3
12500,10000,1964,2
8999,148510,1985,25
6999,159797,1998,13
6999,177085,2005,13
8999,78744,1991,9
18500,124000,1993,23
18500,124000,1993,23
400,20000,2015,0
9399,122403,2006,19
1500,110000,2003,0
2999,190407,2003,0
4999,162652,2006,13
30980,18011,2019,21
9500,91848,2012,9
4700,130000,2011,13
30980,18738,2019,21
59980,24647,2019,26
21980,29837,2015,8
11999,154330,2015,19
13973,115489,2015,9
32995,51000,2013,8
4999,192995,2004,13
4999,109623,2007,25
14234,28902,2014,18
11986,87181,2017,23
10995,73741,2016,23
5900,103950,2006,25
26995,90000,2014,27
37500,40000,2016,29
12995,90271,2016,23
282,88000,2016,0
38777,19000,2012,17
5399,134140,2010,13
27000,68000,2018,28
451,109280,2011,0
8999,110326,2009,19
484,118102,2012,0
507,107779,2012,0
6500,109790,2009,25
15500,121205,2017,9
32990,30135,2017,4
22990,10277,2018,26
27990,13301,2018,17
36990,42913,2018,16
34990,35290,2018,29
40990,38987,2018,29
12590,25817,2015,18
32590,20930,2019,21
36590,30020,2018,4
39590,25399,2019,21
33990,88107,2012,28
15990,62623,2013,27
2000,300000,2000,0
9500,79145,2012,9
13500,78000,1973,7
71000,33619,2017,17
5600,143000,2000,13
5500,177000,2003,13
8000,303000,2007,13
6700,153251,2008,13
4500,217000,1997,13
14000,138000,2010,19
25500,10129,2018,26
36000,7200,2021,11
27500,108000,1968,27
6000,123551,2005,25
9500,91000,2014,9
8000,130000,2015,25
10995,139212,2010,19
400,20000,2015,0
13995,35480,2015,28
19651,120988,2014,23
39841,159406,2015,22
13995,34417,2015,28
59000,34000,2018,21
5000,190000,2000,13
23995,107038,2014,22
8999,78034,2013,9
17500,71627,2017,22
16995,158835,2011,9
14777,74568,2015,7
10999,83629,2015,9
15995,54609,2014,27
9900,177000,2003,25
7995,108844,2008,19
8999,88404,2015,19
9500,85000,2012,9
3995,159334,2006,13
101,101490,2011,0
26990,16057,2018,21
33990,9257,2019,1
20590,34009,2015,12
36590,14222,2019,26
43590,9703,2019,11
19990,58268,2015,3
35990,21276,2020,21
29590,37888,2013,16
30990,10408,2017,1
37990,3749,2018,14
24590,100851,2016,22
29990,5224,2019,11
6000,221000,1993,13
12500,3000,1927,11
4995,187826,2004,13
24950,124056,2013,7
3995,154420,2005,13
3995,186451,2008,13
3700,190000,2005,13
6995,89100,2011,19
9495,68449,2012,23
6495,146176,2013,13
25999,5952,2017,11
28999,131729,2016,22
1,1,2020,10
11499,168525,2013,25
21999,58580,2013,28
19999,79025,2009,27
7999,260635,2003,13
14999,23285,2017,8
9499,103288,2016,19
4999,158010,2008,13
15999,83100,2014,7
12999,141305,2011,19
25999,37620,2019,8
11499,97885,2013,9
20999,99260,2016,22
12999,94335,2013,23
26999,67898,2017,28
8499,75470,2012,9
11499,135900,2013,19
6499,151780,2012,13
16999,108820,2014,23
10999,83491,2014,9
3000,135000,1980,13
5500,135300,2003,13
6900,149950,2002,25
7500,1,1975,15
18000,34000,1928,12
4500,194000,2006,13
8999,146148,2012,25
10899,190517,2006,25
1,56448,2007,0
12950,99560,2012,9
13995,102733,2010,23
42995,41790,2018,29
15499,215199,2014,25
9894,128995,2012,19
4999,92722,2006,25
5999,103296,2013,25
12950,85000,2013,23
5999,142809,2007,13
15500,67500,2015,22
16999,97365,2015,7
11650,130986,2007,19
9875,88415,2013,9
7999,111689,2008,25
18950,18000,2017,29
10899,172034,2010,25
13950,56000,2017,22
10995,127839,2017,19
23500,124000,2013,7
11750,154624,2004,19
12995,86168,2016,23
13995,172890,2012,19
7000,175000,2001,13
11777,101256,2015,9
11899,209164,2007,25
12777,104792,2014,9
16300,98000,2013,23
5999,143000,2010,13
6299,189431,2008,13
9499,139000,2010,25
8999,145000,2013,25
10995,54125,2012,7
6500,105655,2007,25
400,20000,2015,0
8995,109688,2011,19
25000,56000,1978,18
6999,152592,2014,25
11499,97511,2014,9
17999,183155,2014,19
11999,138073,2018,19
203,60974,2017,0
45000,59000,1966,16
8499,166811,2013,25
10899,130280,2011,19
6500,220000,2001,13
101,117332,2014,0
6995,166332,2004,13
225,76114,2015,0
53000,65000,2017,16
30990,2785,2020,14
33990,72397,2014,18
19990,50215,2018,28
15990,27251,2017,12
19590,6251,2019,1
15590,24437,2016,8
22590,29610,2020,16
24590,31060,2019,16
20590,55448,2015,28
24590,30364,2019,16
34590,35423,2015,29
37590,55391,2016,8
3950,143200,2004,13
4950,190000,2005,13
12999,78300,2010,23
1800,240000,1993,0
14999,85106,2016,7
14999,123853,2013,9
9999,98998,2008,19
8999,110239,2010,19
5500,134241,2001,13
5999,94259,2003,25
13500,143146,2009,19
6999,126739,2010,25
4999,141118,2002,13
64990,34682,2015,17
58990,66151,2015,29
50990,62664,2017,16
27990,186991,2013,23
38990,170184,2011,22
38990,110473,2010,3
37990,79623,2015,18
42990,87307,2010,18
31990,93524,2017,3
38990,178352,2013,22
15988,27100,2020,12
22988,37617,2018,12
10888,20322,2019,12
18988,32135,2019,12
34988,8900,2020,11
