6995,165733,2009,13
19500,62414,2018,3
8999,143579,2006,25
7999,217589,2008,13
9995,125943,2011,19
7999,115294,2011,25
17995,81155,2013,22
51815,8,2021,5
5999,133687,2002,13
14990,86887,2015,7
7499,107652,2000,25
7999,143945,2014,25
22590,12533,2014,17
19990,11103,2020,17
39990,7469,2020,11
49040,7,2021,5
214,178432,2004,0
26590,21258,2017,2
31990,622,2020,5
26990,96454,2014,27
34988,122998,2013,27
24990,39979,2016,12
21672,8363,2020,26
20908,30378,2018,8
19258,23018,2018,16
24754,40660,2018,12
30398,3700,2020,14
6999,99000,2015,25
11999,148573,2004,19
12999,182768,2009,25
12999,113289,2010,9
44990,22973,2014,17
13990,19510,2017,8
15995,33653,2018,18
8299,94828,2014,19
10988,83076,2018,9
50990,56262,2016,29
36685,12,2021,5
15700,89349,2015,7
47590,5591,2020,14
11999,167078,2006,25
6499,147049,2001,13
5499,156292,1999,13
11990,45308,2014,27
30590,19673,2018,21
23990,7,2021,5
30995,71158,2013,28
28995,121502,2009,22
12995,352179,2005,13
19495,106315,2007,7
9995,51786,2002,7
17995,91393,2010,7
22995,139362,2008,23
17495,112575,2008,23
15995,93449,2009,7
19995,103455,2011,7
32995,64589,2013,18
39990,20291,2013,17
45990,19666,2014,26
10500,115879,2013,19
10500,122503,2012,19
28000,300,1965,5
8999,130321,2006,25
21000,172121,2013,9
3699,162185,2004,13
9999,154430,1999,25
4499,179661,2002,13
15999,75191,2006,22
4999,170358,2005,13
11995,120305,2012,19
19990,24294,2013,16
31675,13,2021,5
1,136000,2006,0
29990,13175,2019,26
6999,143057,2003,25
42590,10247,2019,11
8999,176513,2004,25
19990,68177,2015,27
21590,44422,2018,18
11999,224474,2008,25
29810,7,2021,5
12990,60960,2012,22
33990,72712,2015,18
36995,50361,2006,8
34590,2498,2020,14
8499,159737,2004,25
7999,167785,2008,25
14999,184990,2012,19
500,134000,2009,0
11995,118285,2011,19
7999,92569,2017,19
13000,146530,2015,19
9499,129335,2014,19
12985,106362,2012,9
11985,167796,2012,25
19985,153169,2011,9
8985,125393,2012,25
6985,133369,2003,25
9985,123133,2015,19
8985,158812,2013,25
6985,175485,2007,13
6985,126381,2013,25
8985,106330,2014,19
7985,162927,2010,25
9985,166387,2014,25
4985,188876,2006,13
5485,173210,2005,13
4985,193430,2012,13
4985,182076,2007,13
4985,225956,2012,13
4985,171337,2010,13
3985,217493,2006,13
4985,222785,2007,13
5485,100187,2012,25
2985,253357,2005,0
3985,165610,2008,13
3985,150520,2007,13
4985,151466,2011,13
3985,153520,2003,13
11995,106095,2015,9
22590,3722,2020,14
9999,182264,2008,25
29990,31408,2017,29
4000,192153,2008,13
8499,183964,2003,25
16590,86919,2014,7
41990,9345,2019,11
7999,152254,2010,25
17590,80556,2015,22
8999,143579,2006,25
38590,1372,2020,5
35590,40826,2018,16
41590,9344,2020,11
6250,140000,2006,13
6250,140000,2006,13
15590,41036,2016,28
33000,12581,2018,26
21000,41010,2016,18
12590,60589,2012,22
30990,7896,2018,11
8000,177000,2010,13
34590,9624,2020,1
36590,19139,2018,17
31990,60077,2017,12
14590,103839,2015,23
32990,82763,2011,28
33590,57923,2014,12
10800,74000,2014,23
11895,115000,2011,9
32990,3896,2019,14
26990,73099,2013,28
31999,52318,2017,12
1500,248331,2007,0
9000,27951,2005,3
4500,40000,2005,9
22990,34443,2017,8
27990,17805,2014,21
12000,100000,2014,9
3100,121500,2008,13
7999,96555,2010,19
42000,117000,1999,3
5500,214915,2008,13
26999,34001,2017,16
6000,203000,1994,13
26990,41335,2017,8
19999,104804,2014,7
17990,32385,2015,12
8900,72000,1969,9
85000,1054,1932,5
3995,140714,2010,13
22590,56075,2012,28
21590,20892,2011,29
11999,210000,2007,25
29990,22947,2017,2
32990,25175,2015,2
9999,95141,1990,9
5950,168400,2008,13
26990,33013,2019,16
25500,59500,2015,28
18750,35400,2017,12
14999,30560,2008,18
18590,34144,2017,12
12795,114484,2011,9
5500,152296,1999,13
24000,62000,1998,28
14999,73455,2012,7
20590,30073,2015,8
35590,24471,2013,2
14950,58573,2016,27
9995,101759,2013,19
11999,86835,2012,23
15500,109542,2008,23
18900,100500,2011,7
9750,62000,2010,23
13900,144633,2011,19
9250,138144,2011,25
8800,110000,2012,19
14999,142375,2005,9
6450,108799,2011,25
35990,22812,2018,21
23999,5445,2020,11
5000,185750,1995,13
25990,15575,2014,21
19590,71508,2015,27
35990,36651,2017,29
17990,27744,2018,8
71000,76028,2018,29
7999,127708,2013,25
18990,30317,2017,12
4500,99999,1977,25
11000,105000,2011,9
6999,105375,2008,25
18990,33826,2018,12
15590,7076,2016,17
17999,234041,2013,19
1500,1862563,2000,0
24500,55035,2016,18
4995,65000,1969,19
16400,169000,1993,19
7999,124320,2013,25
32990,17286,2018,17
25990,16921,2018,21
16999,114516,2011,23
17990,26661,2016,8
8000,172000,2000,25
19990,19306,2017,29
34900,48937,2007,8
6000,105000,2009,25
1500,187000,1999,0
16999,147902,2013,9
19990,13223,2018,21
29990,19374,2016,21
15990,37771,2017,28
25590,38282,2016,8
22000,19000,2019,4
7999,213961,2006,13
38900,14560,2016,26
10399,66500,2014,23
9000,111000,1994,19
16500,179636,2008,19
5500,188000,1984,13
12500,116000,2010,9
25997,112215,2006,22
2650,213000,2001,0
17590,37117,2017,18
24990,24652,2018,29
39590,9220,2019,11
16590,62639,2013,27
21990,14897,2018,2
28590,37649,2018,16
5550,165500,1973,13
