3000,65000,1995,25
3750,87000,2007,13
6495,130000,2011,25
12000,74750,2009,23
5400,123000,2005,13
8490,102106,2006,19
15490,76267,2015,7
7990,107706,2012,19
6995,125699,2012,25
9990,89788,2010,9
9990,80100,2011,9
12995,182549,2011,25
3495,83327,2004,13
5495,130000,2011,13
26590,14358,2017,17
49990,25164,2019,17
55990,27857,2018,17
36590,35204,2019,29
52990,41115,2018,2
54990,15282,2020,1
32590,49940,2016,8
45990,50093,2018,29
2850,228000,2005,0
9442,105000,2006,19
14997,37229,2015,28
17990,41679,2018,28
50590,60642,2019,16
27990,46057,2016,12
39590,3110,2020,14
52590,34049,2018,21
199,93188,2010,0
30995,81324,2017,28
5995,95426,2006,25
8495,125989,2006,25
6395,129969,2006,25
8995,213302,2005,13
9595,144239,2007,25
4895,160254,2003,13
7195,137060,2009,25
10995,143485,2012,19
6995,141212,2001,25
8995,122797,2008,19
9995,124903,2011,19
13995,51055,2010,27
10995,165353,2011,25
10995,156156,2009,25
4799,141034,2005,13
68469,5125,2020,14
32249,30581,2020,4
15990,40685,2017,28
12990,102409,2013,9
16990,46423,2016,28
47990,9064,2020,11
26990,13088,2018,17
20000,100000,1970,7
4995,178211,2003,13
1800,179119,2003,0
1349,242820,2006,0
6500,184000,2007,13
8495,126364,2009,25
10999,97977,2006,9
6995,140828,2010,25
6495,146765,2006,13
7900,191788,2006,13
5390,115000,2004,25
11575,97887,2011,9
6295,87000,2010,19
27000,20500,1975,2
11499,148650,2011,19
11500,185000,2007,25
6000,114769,2013,25
8250,179000,2006,25
199,24907,2017,0
9995,104431,2011,19
16900,42000,2005,28
3495,118000,2003,13
4500,255000,2004,13
12882,175951,2013,25
7442,150000,2007,25
3500,254000,1999,0
8900,790298,1991,0
21295,83246,2017,27
600,208000,2004,0
14995,172572,2013,19
13995,171256,2011,19
14995,120025,2014,9
9995,135246,2011,19
9995,117693,2010,19
8900,471969,1992,13
3650,96011,2001,13
32485,7653,2021,11
6825,264471,2004,13
9900,111570,2014,19
15900,79652,2017,7
7900,262660,2011,13
20900,81814,2017,27
199,69877,2013,0
4995,177566,2003,13
500,60000,2012,0
3500,150000,2007,13
13000,104000,2013,9
28900,86000,2003,3
34995,65071,2018,12
17995,97316,2012,7
29725,94042,2015,3
19995,135198,2011,23
33900,111612,2018,3
44894,105139,2017,28
3195,181000,2003,0
13995,150469,2011,19
8000,79000,2017,19
11500,120000,2011,19
34800,31800,2019,4
64800,17000,2018,11
12495,117390,2014,9
1200,166000,1998,0
3650,177993,2007,13
11575,97887,2011,9
11450,120354,2013,19
10500,257282,2002,13
1795,137055,2002,0
28590,102,2017,5
40590,16931,2019,26
14000,86000,1991,23
10900,40700,1991,27
4495,161414,2008,13
32999,186676,2012,7
9995,121010,2011,19
